gene,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,Subacute-log10(p_value),Subacute-log10(padj),np_score
Taldo1,0.6464613889633775,0.0115453728043777,0.2408933488237486,1.9375920389901986,0.6181751909066842,0.0107308603099175
Pidd1,0.7486897427669762,0.3626913805345064,0.8760114255848813,0.44046276543081964,0.05749022940713975,0.0103475234085664
Rplp2,-0.0854289288994116,0.787751369936719,0.9752816895684556,0.10361083289475577,0.010869929371854771,0.0101436979907998
Pnpla2,0.350603532485138,0.1029995444849103,0.6475378502655433,0.9871646959562581,0.18873484086674436,0.0112558226020311
Crcp,0.3515670443574443,0.1397014051558885,0.7097121499117018,0.8547992256082265,0.14891775980642272,0.0100851511171718
Asl,0.5936807125856373,0.0737744612905156,0.5755882788940048,1.1320939530839924,0.23988805848714365,0.0103673636999771
Tnrc6c,-0.6919373968909278,0.0037627581827733,0.1223520933581045,2.424493691130498,0.9123885957760575,0.0103456323512589
Tk1,-0.6907760311435427,0.022323728747498,0.330386969461319,1.6512332631747522,0.48097708968894914,0.0101982884491457
Gaa,-0.189141406395134,0.432349296678333,0.9008382388120836,0.3641652431737696,0.04535318715457156,0.0101600809932673
Eif4a3,0.3834348786853092,0.1578339691810701,0.7338300499880023,0.8017995217841263,0.13440450806554347,0.0108578428049818
Rptor,-0.3479014329920876,0.1479565945325741,0.722593431696215,0.8298656732523707,0.14110599044451758,0.0103675127628099
Pde8a,-0.1740633060429566,0.45783850358081,0.9055657327892525,0.3392876865642377,0.04308001983746,0.0101557947109979
Cpeb1,-0.6170007468710895,0.3453961907563035,0.8674765071781319,0.46168245641140915,0.061742277852426475,0.0108666849828378
Tma16,-0.333350176767097,0.3991288156627203,0.8868133742897463,0.39888691658693487,0.05216776578709722,0.0102496856745595
Podxl,-0.3556558006703205,0.0505014074463642,0.4918736298764328,1.296696518165063,0.30814646003090546,0.0111692082992489
Mkln1,0.1113524152109975,0.6431287140668626,0.9558187748139012,0.19170209983660355,0.019624443036825173,0.0112754132141491
Cct8,-0.0471352909408706,0.8329696744829284,0.982919267291894,0.0793708094509108,0.007482151760448948,0.0103258876632136
Phf6,0.1137572695114051,0.6039520895467514,0.9489825123116924,0.21899751182713068,0.022741790603803966,0.0103278852902837
Hprt1,0.6538688439835307,0.001070633661883,0.0536103558552496,2.9703591060485954,1.2707513100017342,0.0113289507522657
Atrip,0.2879567988962024,0.2987493271140156,0.8460156915742855,0.5246930642228823,0.07262158175893704,0.0103468692719145
Pfkfb4,-0.5840943047098808,0.2209633517307173,0.7944297094216725,0.6556797510250602,0.09994452282507603,0.0101600809932673
Uqcrc1,0.1780068492444248,0.5203332055068378,0.9229024621243564,0.2837184583472164,0.03484419539827846,0.0108891526235005
Wdr24,-0.0327559373470841,0.9249501322136974,0.991840682962868,0.03388168119418006,0.0035580819453743563,0.0115166497916333
Prps2,-0.0619530285549579,0.8554761846026845,0.9873100763971062,0.06779207617501865,0.005546430593247028,0.0133
Hadha,0.1888357963504684,0.3858832757067455,0.8826816137449157,0.41354404346972273,0.054195919671061535,0.0110630126087275
Il6,-2.392673756827008,0.000666710032568,0.0372231994072302,3.1760630096169904,1.4291863011356858,0.0128618257567526
Tyms,-0.1497315627594005,0.7564761475767582,0.9728575747555944,0.12120476114919697,0.011950735297138582,0.0158086992702676
Hspa4l,-0.1758215411562081,0.4443025557067408,0.9008696265942449,0.3523211886134108,0.04533805535562132,0.0103136699092437
Plk4,-0.3573346092072649,0.3340410232693365,0.8616516927253792,0.47620019460920376,0.06466825447335202,0.010495
Ly96,-0.1439735275021632,0.7816616038762276,0.974786149675392,0.10698122056715902,0.011090650150303414,0.0104586992909778
Atp5f1c,0.3108119577275069,0.2179241789408318,0.7908139978095988,0.6616945816031108,0.10192565205732211,0.0118033456194084
Taf3,-0.3366236641029262,0.1070742750074855,0.6535653158319197,0.970314857499354,0.18471100351128023,0.0108296471747437
Exosc7,0.1423542566960235,0.6802445585900501,0.9602880462206408,0.1673349235412466,0.017598477251716448,0.01043047630582
Pgm1,-0.2814736109577083,0.4466760195625436,0.9008696265942449,0.3500073626193109,0.04533805535562132,0.0107274956299787
Hgs,0.4575503589298132,0.1089666998943748,0.6571123845496489,0.9627062017078947,0.1823603476156198,0.0107949996585149
Rpl14,0.1847505399353913,0.415993943530814,0.8959635707038881,0.380912992234542,0.04770964811009947,0.0102408911069854
Ccr1,-1.1662077118947891,0.2955073384328684,0.8454066081193192,0.5294317296682493,0.07293436183165111,0.0109546006443212
Itgb1,-0.0682111199494855,0.7593834730004978,0.9733726548528304,0.11953885895127966,0.011720858640423062,0.014201038654703
Nrp1,0.0282639773253121,0.9066058871141548,0.9915306140522956,0.04258146514398603,0.0036938721710079096,0.0139897594816305
Pard3,-0.4436056787558123,0.0401840621517953,0.4429007075281916,1.3959461631343706,0.3536936259348304,0.0103775363126385
Dhtkd1,-0.5729903436943806,0.5970006725293264,0.947715136286046,0.22402517963175173,0.023322183052500695,0.0110337562672673
Sec61a2,-0.0360399432311662,0.9196680625614414,0.9915306140522956,0.036368895057144704,0.0036938721710079096,0.0101530642886699
Pdia4,0.3318653665532768,0.096645634140685,0.6327180550906253,1.0148177599637782,0.19878977244088264,0.0102625639676991
Prkar1b,0.0993816098311006,0.7701980439190959,0.974786149675392,0.11339758869461929,0.011090650150303414,0.0105307304586699
Pdgfa,-0.1676379994636725,0.5771136475106013,0.9432106337230004,0.23873865542887945,0.02539131166488783,0.0104416085242534
Get4,-0.6129134062220121,0.1072812283722302,0.654089356776843,0.9694762624474051,0.1843629175714334,0.0112375
Xiap,-0.1254344268899471,0.5687896739193764,0.941355919676704,0.24504829659710464,0.026246142007090942,0.0104643269890923
Stag2,0.1254439197780966,0.5980977789324249,0.9479205672168972,0.22322781036031036,0.023228053658477004,0.0108193419447293
Cplx2,-0.8124273166134299,0.0148711607776215,0.2758292341629149,1.8276551310314721,0.5593597063878749,0.0102073780335012
Hk3,-1.7696411036267938,0.0678454413640698,0.5574742174236471,1.1684793279149372,0.2537752134628783,0.0104394493290524
Uimc1,0.0423876482746701,0.8484041591707228,0.986153702865251,0.0713972110884477,0.006055390227225328,0.0109
Smad7,0.2746737012123997,0.2599767927788848,0.8242807776056934,0.5850654182518954,0.08392482787328888,0.0106445824724283
Casp1,-0.3116634634760546,0.7576024388761338,0.9728720216719088,0.12055863592038217,0.011944286080302409,0.0108856622188687
Snca,0.9540734013904156,0.0091721774121663,0.2151243328628397,2.037527553551815,0.66731046348338,0.0109853483336624
Gria4,-0.7872103405357302,0.3905681905979564,0.8838145282328077,0.4083031302502238,0.05363886373833108,0.0105578642476393
Cwf19l2,-0.0528256930838474,0.8431394932633306,0.9851293631963756,0.07410056755458815,0.0065067359659337215,0.0105579975582632
Alkbh8,-0.0023250156563659,0.9922477381245038,0.9998391924665904,0.003379882414415866,6.984344023447095e-05,0.0133
Sox17,0.1004885520608456,0.6147232640813365,0.9512072156517588,0.21132035077865974,0.021724863913065103,0.0100939408734546
Lypla1,0.1498334678852695,0.4470706695712236,0.9008696265942449,0.3496238214341491,0.04533805535562132,0.0105417138348951
Rb1cc1,0.032019824954532,0.8998462438069633,0.9896008848481525,0.04583169186157678,0.0045399250558778295,0.010241943077847
Stau2,0.4421381105201697,0.0821282257153972,0.6004524602541548,1.0855075594974857,0.22152137138611255,0.0103456323512589
Terf1,0.2184872301356083,0.4482721603536664,0.9008696265942449,0.34845823186856584,0.04533805535562132,0.0104714285714285
Pikfyve,-0.169249817196677,0.5333087213917728,0.9274908555673828,0.27302131408320096,0.03269036354170712,0.010374613496198
Idh1,0.274634820249394,0.2448682883274163,0.8145381995946649,0.6110674545492807,0.08908854366466988,0.0101873543202345
Creb1,0.3225768322253282,0.1443296398121106,0.7175831319117908,0.8406444721982403,0.14412777872055707,0.0107419738474764
Eef1b2,-0.2319514234716744,0.3510456604448561,0.8711816088097376,0.4546363912562872,0.05989130138445928,0.010088648571491
Ndufs1,-0.2040345697620812,0.382112721039221,0.8806419066626046,0.417808503831678,0.05520065183210951,0.0106741633823012
Nrp2,-0.7732997610743864,0.000266027293315,0.0196671970194631,3.575073804241021,1.7062575315764663,0.0133730723303031
Hspd1,-0.0546266805713462,0.8390884430451674,0.9850785834485394,0.07619226050370485,0.006529122805170799,0.0134123085664166
Sf3b1,-0.059628396248027,0.76819115529222,0.974786149675392,0.11453069747010848,0.011090650150303414,0.0117765607867044
Wdr75,0.2879511197754703,0.3369864043129053,0.862448248061488,0.47238762034821696,0.06426695568152099,0.0112440971648223
Acadl,0.1322409040935743,0.6007459445330172,0.9486305732029612,0.22130915231411982,0.02290288267869228,0.0105629666543234
Wdr12,-0.2131213850745625,0.5716026908545462,0.9425153887405862,0.2429057354084811,0.02571155020380348,0.0109969045537363
Nop58,-0.0617489667677134,0.8038439895352093,0.978958693234323,0.09482823117501318,0.009235632690084037,0.0111239811248117
Sumo1,-0.0836043626457001,0.8200749523226403,0.981870752619474,0.08614645262538663,0.007945676284737909,0.011951653624736
Als2,-0.2838180215431569,0.2780704432163894,0.8349766904607734,0.5558451708992495,0.07832564828353827,0.0103697782708534
Stradb,0.0092639176085462,0.9768908204958372,0.9984847337103956,0.010153971292238604,0.0006585708694119499,0.0122250902587988
Casp8,-0.1892648909387979,0.4685364067005308,0.9075785546566154,0.32925665746598165,0.04211577469138757,0.0134338483837755
Cflar,-0.2627848254096053,0.2171189331756812,0.7893539873956046,0.6633023036059165,0.10272819286651744,0.010000019365991
Ndufb3,0.3555244042195079,0.2096964924883845,0.7823246666547982,0.6784088337486739,0.10661297625636502,0.0103067996823241
Orc2,0.2029319245711105,0.4334689568077586,0.9008382388120836,0.3630419993869338,0.04535318715457156,0.0122247761973731
Sgo2a,-2.93538537341438,0.0004954609424242,0.0304523896102542,3.3049905756049665,1.5163786224456157,0.0103802732201671
Col5a2,-1.074507143005596,0.0001956049613827,0.0161353503144839,3.7086201338336795,1.792221601193096,0.0124250830717966
Col3a1,-1.933729179307036,2.3614512221523492e-11,1.7624297621330373e-08,10.62682102072834,7.753888181868971,0.0124250830717966
Ercc5,0.0542409092343535,0.8160127401071995,0.981870752619474,0.08830306071297299,0.007945676284737909,0.0107469545016776
Il1r1,-0.7586458933212057,0.0002068955471408,0.0167088415335687,3.6842488562312665,1.7770536598025584,0.0109030633199633
Pdcl3,0.2493201915665178,0.2422714786547177,0.8128222697934033,0.6156977100554457,0.09000440604945895,0.0102994949163706
Eif5b,-0.1482954570709357,0.4604728504499822,0.9067710748966668,0.33679597078167883,0.042502341890383356,0.010350119521568
Mrpl30,0.2467866484408661,0.4108259869517892,0.8924290635475248,0.3863420927456303,0.04942629458185622,0.0105618172691423
Pms1,0.1221201124656433,0.7337546030164745,0.9688914296287998,0.1344491613036004,0.013724885647710815,0.0102752937665442
Inpp1,0.243644238629954,0.380744420196321,0.8804550231341977,0.4193664525243016,0.05529282448209505,0.0112359550561802
Gls,-0.1589093836119802,0.4739596181480017,0.9105463566570766,0.3242586590908563,0.040697939020209246,0.0103539605037135
Stat1,0.0164275036557666,0.9319482500782812,0.9924941511403472,0.030608202806346973,0.003272043894779027,0.0125306178616183
Inpp4a,-0.3234675122869896,0.2113279359692964,0.7829344333069815,0.6750430886771326,0.1062746063268185,0.0103490320064478
Zap70,0.1427951939536333,0.6727275069140832,0.9581537032194404,0.1721608142426218,0.018564817533475556,0.0104900371098305
Sema4c,0.0859573996652157,0.7133497427871224,0.9663283302192232,0.1466974910154289,0.014875287895684538,0.0107192949931391
Imp4,0.2966805637756325,0.1846820855600133,0.7569357549639353,0.7335752297344373,0.12094097974521271,0.011616991518478
Prim2,0.0278748343801342,0.946948326841772,0.9953882255029752,0.02367371896901913,0.0020075008527244568,0.0108826930127426
Nhej1,-0.1436782016971962,0.8023742211500478,0.9781139587839076,0.09562303286915581,0.00961054317988483,0.0112733536232129
Xrcc5,0.0677466590806741,0.8811357268552753,0.9891821187515928,0.054957189335747135,0.004723742894749752,0.0103733536232129
Atic,0.0159487057593275,0.9612629659303455,0.9962743779269096,0.017157789199329455,0.0016210386752726603,0.0118371547147062
Fn1,-0.9977639246035406,4.236673532037892e-06,0.0007878803927044,5.372975000407097,3.103539707296126,0.0141117758759895
Bard1,-0.7957584189928799,0.2405875371087358,0.8106421429309738,0.6187268736923202,0.09117082229847148,0.0115040833902793
Tuba4a,0.1210959684710684,0.7676495535346703,0.974786149675392,0.11483699832942447,0.011090650150303414,0.0117515384615384
Psmd1,0.1573082954195177,0.4476680379922664,0.9008696265942449,0.34904391169004906,0.04533805535562132,0.0103464379462495
Ncl,-0.099492509794411,0.622709458960764,0.9530770619465522,0.20571453729246847,0.020871982651191397,0.0106921793379599
Epha4,-0.2125897331876202,0.3535833717005106,0.871513605786597,0.4515081671559018,0.059725828437043986,0.0120252157350348
Ptma,0.3848732003590185,0.0411174697829039,0.4469024938123795,1.385973618067548,0.34978722187592753,0.0100515114458417
Pde6d,0.2215802176571873,0.4076964686307984,0.8904655803467282,0.38966305028637616,0.05038286289852878,0.0101557947109979
Farsb,0.1704569723923099,0.5372127500108489,0.9294062697384108,0.2698536884946742,0.03179440211364872,0.01165
Mrpl44,0.3719033175294688,0.2496885992208757,0.818292078294568,0.6026012870779651,0.08709165311280566,0.010524680143493
Serpine2,0.2696131026163124,0.2109607425102997,0.7829344333069815,0.675798354642578,0.1062746063268185,0.01099
Ndufa10,0.1661221159261958,0.530593134086462,0.92609584301089,0.27523837411934216,0.03334406522215288,0.0103067996823241
Capn10,-0.0872325430373798,0.8355594897235994,0.9838521928402476,0.07802262400046861,0.007070142072209028,0.0114142857142857
Atg4b,-0.1694344859821207,0.4935759912048333,0.9172091231680176,0.3066459736523859,0.03753163414072237,0.010241943077847
Dtymk,0.0969339296558332,0.7219448534232913,0.9674283248720283,0.1414959752401331,0.014381201260631273,0.0101982884491457
Ing5,0.3149241107890563,0.2663745082917215,0.8258927138390012,0.5745073389535339,0.08307636528726661,0.0112375
Inpp5d,-0.4868407192109844,0.0348587933318079,0.4146231015784316,1.4576876504563019,0.38234650395819897,0.010549646904824
Atg16l1,0.1173239802086117,0.635063593915674,0.955226802383994,0.19718278320599997,0.01989350032257281,0.010241943077847
Lrrfip1,-0.5910343734605277,0.0189427565611689,0.3060719830754645,1.722556821943369,0.5141764226163261,0.0133939408734546
Scly,0.2150128908301149,0.5016420200562635,0.9201214171769992,0.29960609196556587,0.03615486033846021,0.0111
Serpinb8,-1.5793832543480406,0.1733459637801001,0.7476198816746245,0.7610862660839481,0.12631915781919612,0.0100159855852348
Tnfrsf11a,-0.1740031457860758,0.6215333230807557,0.9528799542839366,0.20653558199879446,0.020961809200049544,0.0101315098755881
Actr3,0.0676331540635639,0.7588635521608342,0.9730549119845092,0.11983630562073047,0.011862650688535096,0.0102828571428571
Acmsd,0.3499409647493471,0.6284133008403872,0.953887697743099,0.20175463136527147,0.02050275225750897,0.01
Ccnt2,-0.1427390220619991,0.5379332222205404,0.9294997053316868,0.26927163329482023,0.03175074357131091,0.0109515912790917
Mcm6,-0.2970575081944779,0.3114889562803183,0.8528420665330567,0.5065573464736418,0.06913138616388526,0.0124232440182925
Dars1,0.4406330198556744,0.0761482105303589,0.5841756748126852,1.1183402980524575,0.23345653109161774,0.011024556397283
Rgs1,-0.6663901398786809,0.6255652167475209,0.9530770619465522,0.20372740731806177,0.020871982651191397,0.0101164895248691
Cdc73,0.0658570934704007,0.7511574639987392,0.9719497998014894,0.12426901295928047,0.012356165353777572,0.0110882088571976
Nifk,0.0234370460164714,0.9283451232532656,0.9921220791630324,0.03229053966450561,0.0034348852603231653,0.0110017403606966
Ptprc,-1.2534791709430253,0.0176695585619582,0.2947403677752901,1.752774300323481,0.5305603789059652,0.0112355147582862
Nr5a2,0.3600515569176641,0.7057192151164917,0.9634637080331484,0.1513680575616822,0.016164639802289864,0.0104304359634923
Pfkfb2,-0.3249252649453505,0.1563446088578645,0.7328914841692487,0.80591708969222,0.13496032456122026,0.0102293829288836
Eif2d,0.2237561165567941,0.4653016105342369,0.9072086761837236,0.3322654442539204,0.04229280501124673,0.0103175234611182
Ube2t,0.3954148590336842,0.6148533797765716,0.9512072156517588,0.21122843535566788,0.021724863913065103,0.010712078792192
Rassf5,-0.6895947302098179,0.3538359222017039,0.871513605786597,0.45119807865626593,0.059725828437043986,0.0107082110655922
Elk4,-0.3469306639625462,0.110607389182621,0.66267186951805,0.9562158587994621,0.1787014648584047,0.010111569907423
Rbbp5,0.2237137825008321,0.3161644416333496,0.855956353837405,0.5000869758674383,0.06754837991494796,0.0116706906785736
Pik3c2b,-0.9412513378275392,0.0008209898672787,0.043984152763005,3.0856622029440226,1.3567037691335893,0.0103490320064478
Klhl12,-0.1015602245348499,0.7309104813641566,0.9688701290351568,0.1361358102244171,0.01373443349970472,0.010396
Atp2b4,-0.2557410255387153,0.3876770767388764,0.8831526211165919,0.4115298779717404,0.05396423778012581,0.0101327419117608
Stx6,-0.0265652116476674,0.8980997617261156,0.9893980957684074,0.04667541883300251,0.004628929830002894,0.0114314726196902
Glul,0.2701125417181359,0.1591547443806413,0.7355905769148339,0.798180410592326,0.13336384281093444,0.0153039605037135
Rgs16,-0.7255308770723551,0.0025249054219565,0.0955865765176936,2.5977548850667778,1.0196030925943793,0.0101164895248691
Lamc1,-0.5529444292878015,0.0163334864188527,0.2844645489878821,1.7869211042492248,0.5459718492628113,0.0113299068173803
Lamc2,-2.0521139297029274,0.0144062503594456,0.2723612569894459,1.8414490420943193,0.5648546701526737,0.0108569455879504
Ncf2,-1.044021649417913,0.0256057714043246,0.3530923683739814,1.59166213599459,0.45211166903810784,0.0101808718430393
Rgl1,-0.4236654836796238,0.0335958027277539,0.4088630278600539,1.4737149775518013,0.3884221594929189,0.0105823529411764
Ahctf1,-0.0860267068981632,0.6833599232790863,0.9606347599030124,0.16535049467555032,0.017441702767901197,0.0102481905502101
Tfb2m,0.2434483712851401,0.3684890865116031,0.8788116726540293,0.4335753700518101,0.05610418327682607,0.0102057884186004
Parp1,-0.3154540108895338,0.2061584551715211,0.7802912402639938,0.685798848788727,0.10774326855077826,0.0107920224362937
Capn2,-0.2479078629572007,0.2384791087651044,0.8106225288120966,0.6225496600009225,0.09118133051930012,0.0117618091228521
Srp9,0.1462964476007029,0.5093858743760233,0.9207204738697896,0.29295310249294787,0.03587219942502112,0.0100515114458417
Nvl,-0.3429018948485562,0.2181013157698537,0.7911563608355308,0.6613417143852464,0.10173767587372463,0.0105093829154735
Pycr2,0.3288977825318067,0.2876631743281278,0.8400493630044248,0.5411157314699093,0.07569519316365766,0.01099
Fh1,0.0241680434593085,0.9300858767214772,0.992391309541542,0.03147695030153736,0.0033170475383604054,0.0104561730263783
Spta1,0.4177263131885158,0.3479606638298331,0.8696519668641325,0.4584698492925883,0.06065451647465099,0.0115075216972058
Vangl2,0.0137593527887558,0.96044829046735,0.9962743779269096,0.017526012134110525,0.0016210386752726603,0.0104650260136513
Uck2,-0.4998476311055796,0.2297210081692708,0.803620650908748,0.6387992864123305,0.0949489115697811,0.01061875
Tada1,0.0182454948852584,0.9349119560996144,0.9930833425356708,0.0292292862189268,0.0030143026783327398,0.0114704872079285
Pou2f1,-0.3911712270311572,0.1087712272313289,0.6566916195672646,0.9634859714324495,0.1826385259674938,0.0102954509514648
Adcy10,0.3194824036686457,0.5285684907790564,0.9252771251341392,0.27689872975643287,0.03372817440534225,0.0101327419117608
Atp1b1,-0.1956494380151588,0.4738389195973881,0.9105463566570766,0.32436927060311554,0.040697939020209246,0.0101327419117608
Selp,-4.1970285687643285,1.858847507805539e-12,1.820857311864763e-09,11.730756236497596,8.739724085560233,0.0103042014679513
Sell,0.3137868115955745,0.7442168376928489,0.9699612514878772,0.1283005084150359,0.013245614807079416,0.0107642288135424
Sele,-2.3909172594940675,2.4842759122622884e-13,2.995081259452834e-10,12.604800171571728,9.523591390285278,0.0103042014679513
Cenpf,-3.134379547306139,1.1948416692126994e-13,1.8726753481570627e-10,12.922689640107428,9.727537506514143,0.0100919714603141
Eprs1,-0.0923998805827593,0.6662578384658746,0.9580081636905622,0.17635766849827822,0.018630790054381705,0.0173833172149638
Cr2,-1.0044535428438282,0.2600955543479921,0.8242807776056934,0.5848670708669328,0.08392482787328888,0.0100080508998677
Iars2,-0.2166999364776353,0.3752736612333296,0.8795154369093545,0.42565191568932614,0.05575653357352899,0.0115754865517293
Nek2,-2.436185638438949,0.0011013121286048,0.05440847183644,2.95808957792233,1.2643334718945314,0.0100919714603141
Ppp2r5a,-0.30422684167499,0.1294926755900116,0.6922028323745748,0.8877547956043548,0.1597666279801577,0.0104627721216205
Atf3,0.1707668329184047,0.5424913755552543,0.93075723361549,0.26560716177166416,0.031163579866933612,0.0105888502475517
Plxna2,-0.1260928293671605,0.6240145960056829,0.9530770619465522,0.20480525183906706,0.020871982651191397,0.0127661627999806
Usf1,0.0670130254651892,0.877085273210345,0.9883921115204012,0.05695818099612785,0.005070729414061505,0.0102954509514648
Dclre1c,-0.1204833280685348,0.6469455343550699,0.9563403943354554,0.18913228057508058,0.019387499910815436,0.0103733536232129
Fcgr2b,-2.714566551781571,0.0276476401890459,0.3656590566154463,1.5583419311445135,0.4369236655341312,0.012475
Sephs1,0.0157226679573336,0.9430773148237612,0.99440599806464,0.02545270172191916,0.002436264778198616,0.0111
Atf6,-0.3695193502933119,0.0597235662516062,0.5293137551244633,1.2238542673041595,0.27628681997617544,0.0109
Phyh,0.313830176931956,0.2633566574829461,0.8245740821538654,0.5794556984891038,0.0837703199766383,0.01
Mcm10,-2.5174479011959416,0.008947450197521,0.212447102887219,2.0483007102614574,0.6727491869499582,0.0109458118861511
Optn,-0.0291025980233335,0.9193973603342864,0.9915306140522956,0.03649674747922579,0.0036938721710079096,0.0102227291670952
Ddr2,-0.5147960011505891,0.0537005323614033,0.5011888778217136,1.2700214088912485,0.29999857525620394,0.0102462793036811
Hsd17b7,0.2499734958241196,0.3774957428564182,0.8800842505574386,0.4230879416888096,0.05547575080349488,0.0109605000898452
Nuf2,-2.9638514574598704,0.0004288820581191,0.0276620102753142,3.3676621216855116,1.5581162616904916,0.0100919714603141
Aldh9a1,0.1137324973706638,0.5526090574397011,0.9359810225606702,0.2575820011353132,0.028732956690029513,0.0107704621053432
Vamp4,0.4099575131034497,0.0485974980369975,0.4820687257809251,1.3133860891059383,0.3168910424670739,0.0114314726196902
Myoc,-6.066487965155384,0.0191160288163853,0.3067962271519535,1.718602323475177,0.5131499854569633,0.0106677942440758
Prdx6,0.0130291490978422,0.9543663067544768,0.995887696287982,0.020284901534807394,0.0017896330946948335,0.0112658544074445
Nsun6,0.395897843228787,0.1200387090098504,0.6797859708919255,0.920678683964555,0.16762780242888173,0.0103779219713188
Dars2,-0.2680325947068609,0.3621565556420724,0.8760114255848813,0.44110364893238385,0.05749022940713975,0.0211070541686271
Mrc1,-1.092196596365674,0.1284444703489659,0.6904965416277633,0.8912845877668334,0.16083849225658822,0.0103114978491514
Serpinc1,0.0243177105705705,0.9687944869444834,0.997813679077518,0.01376834126921739,0.0009505465913025719,0.01
Stam,0.0073983184048544,0.9757542551414692,0.9984847337103956,0.010659546139021805,0.0006585708694119499,0.0116471463653359
Trdmt1,0.3572857137754849,0.2364631041227477,0.8092490996963482,0.6262366135982034,0.09191777508526018,0.012475
Vim,-0.6196058192298085,0.0006263112644446,0.0358254614877421,3.2032097772781936,1.445808206505245,0.01027459696154
Pip4k2a,-0.3033947658345106,0.1447253416686767,0.7175831319117908,0.8394554164742646,0.14412777872055707,0.0103696472016249
Psmb7,0.3296760676852921,0.2002955434777537,0.7743542311117004,0.6983287135349382,0.11106032429864099,0.0103464379462495
Ppp6c,0.2435899519142609,0.2231532443731634,0.7973292633324112,0.651396794671001,0.09836229627216861,0.0106697874962971
Arpc5l,0.3392700630741456,0.1361266141311207,0.7025065601834231,0.8660569575275725,0.1533496158525504,0.0102828571428571
Orc4,0.0828596808139588,0.7800895961353206,0.974786149675392,0.107855514139593,0.011090650150303414,0.0133493323510538
Kif5c,-1.1935823437053412,0.2982811743694253,0.8460156915742855,0.5253741557075858,0.07262158175893704,0.0107749690898959
Itga8,-0.0289362834055448,0.9245224586149348,0.9917892192930782,0.03408253444091639,0.003580616781926075,0.0110664432497801
Il2ra,0.5888038961950881,0.1134803194946779,0.6692028690829925,0.9450794501534123,0.17444220574873348,0.0100248043618607
Pfkfb3,-0.4609476357762239,0.0754230377808172,0.5815227143786699,1.1224959796885858,0.2354333169859977,0.0101600809932673
Yme1l1,0.0605159915983719,0.7641331445342394,0.9743132748360832,0.11683096223775633,0.011301380228809811,0.0112998150371291
Pkn3,-0.2368483387296259,0.4267928573144919,0.8996951689181414,0.36978285741734124,0.04590461154017901,0.01045
Apbb1ip,-1.7987246664426555,0.0917922890831694,0.6233364587523893,1.037193799727762,0.2052774706181687,0.0101859506693518
Odf2,-0.044947502559023,0.8558052353280834,0.9874142707079688,0.06762506107813997,0.005500600384730404,0.0102227291670952
Stxbp1,0.1823537542623556,0.4186648019779221,0.8959635707038881,0.3781335496158633,0.04770964811009947,0.0102073780335012
Med27,0.2301999573461295,0.3607375273402089,0.8748864809774426,0.4428086758989591,0.05804829427300314,0.0106976186423867
Ttf1,-0.0123067751809122,0.9599797061422196,0.9962743779269096,0.017737947797523444,0.0016210386752726603,0.0101327419117608
Ddx31,-0.2471772156315629,0.5429392611793273,0.9309684791656222,0.2652487523818506,0.031065023160633733,0.0102399093649924
Tsc1,-0.2395358276644516,0.3214668304747572,0.8569774965259972,0.49286383171313164,0.06703058211752401,0.0114978638590329
Eng,0.3182440033813715,0.0883607046451753,0.6128366179566792,1.053740829442849,0.21265529281833612,0.0120889598832609
Ptges2,0.0877290718953036,0.8081280127601194,0.9793810960213772,0.0925198386910374,0.00904828297333972,0.0111
Ralgds,-0.6292545082901944,0.0052143400131611,0.1508301174451858,2.2828006530631466,0.821511930785286,0.010800589895239
Lcn2,-1.5407357122788543,0.0001945451249231,0.0161353503144839,3.7109796476437076,1.792221601193096,0.0101343012555105
Dnm1,-0.5755332715826093,0.307955515150717,0.85103061921864,0.5115120137589018,0.07005481415927493,0.0111757898606533
Nr4a2,-0.1945216794366008,0.3244476414948596,0.8578049738780253,0.4888553785078191,0.06661143988580381,0.0105888502475517
Gpd2,0.0659344102832303,0.7763379986350836,0.974786149675392,0.10994915634120497,0.011090650150303414,0.0104125
Acvr1,-0.1452780766008452,0.4661820248147762,0.9072086761837236,0.33144447614846456,0.04229280501124673,0.0114920538775921
Col5a1,-2.9942365484151385,3.6252736094867614e-10,2.104404195610594e-07,9.440659210443036,6.676870841008735,0.0124250830717966
Lamc3,0.1641048102922002,0.4672991750685744,0.9073063794687104,0.3304049856426722,0.04224603549292014,0.0105355023373378
Abl1,-0.1784686022366048,0.395181602415512,0.8849988575860182,0.40320328208897976,0.05305728991732552,0.0109144305584064
Hspa5,-0.103673036632695,0.601608261613943,0.9488967633225716,0.2206862084059239,0.02278103473624949,0.012239722803478
Psmd5,0.2576059015999826,0.230503401722682,0.8043276707315885,0.6373226609967257,0.09456699030612861,0.0101673197893953
Zeb2,-0.3058226492042667,0.1877751298357354,0.7604581703357077,0.7263619290579185,0.11892466970040022,0.0101706686045503
Gsn,-0.2963635364488711,0.4433382244680488,0.9008696265942449,0.3532648223666378,0.04533805535562132,0.010374613496198
Stom,0.4039737873465376,0.0531651555431181,0.499646447007172,1.274372911187501,0.3013371965162576,0.0112753159412816
Mrrf,0.3185441345175889,0.236164914948375,0.8092490996963482,0.6267846214392574,0.09191777508526018,0.0102667309817536
Lhx6,-1.429390568488339,0.0006914913412536,0.0382443444607992,3.1602132536881853,1.4174327788388918,0.01
